sum,OBJECTID,admin0Name,Shape_Leng,admin1Pcod,admin2Pcod,admin0Pcod,admin2Name,admin1Name,Shape_Area,Shape_Le_1,system:index
337168.4980344397,2047,Niger,0.30688741234,NE04,NE0407,NE,Ville de Maradi,Maradi,0.00617542115783,0.30688741234,000000000000000000fb
611447.5139751025,2048,Niger,3.45592586591,NE04,NE0408,NE,Mayahi,Maradi,0.550220376006,3.45592586591,000000000000000000fc
596500.4866046682,2063,Niger,4.00206792125,NE04,NE0409,NE,Tessaoua,Maradi,0.438159580954,4.00206792125,0000000000000000010b
531257.4580302296,2004,Niger,5.54033390304,NE05,NE0501,NE,Abalak,Tahoua,1.17610775279,5.54033390304,000000000000000000d0
84761.20619007935,2009,Niger,2.44500160963,NE05,NE0502,NE,Bagaroua,Tahoua,0.256557445933,2.44500160963,000000000000000000d5
377511.51809441793,2016,Niger,2.78202867721,NE05,NE0503,NE,Birni N'Konni,Tahoua,0.264957154166,2.78460977968,000000000000000000dc
539205.0794606115,2019,Niger,2.86333753905,NE05,NE0504,NE,Bouza,Tahoua,0.303402708968,2.86333753905,000000000000000000df
403437.5213060081,2036,Niger,2.54157579349,NE05,NE0505,NE,Illéla,Tahoua,0.302145703691,2.54157579349,000000000000000000f0
403291.34552429046,2039,Niger,3.11034935015,NE05,NE0506,NE,Keita,Tahoua,0.301168095282,3.11034935015,000000000000000000f3
706202.6216502506,2042,Niger,2.71713715537,NE05,NE0507,NE,Madaoua,Tahoua,0.376329994423,2.71713715537,000000000000000000f6
256270.9597226049,2046,Niger,1.680673999,NE05,NE0508,NE,Malbaza,Tahoua,0.121862820449,1.680673999,000000000000000000fa
539837.2363263671,2055,Niger,5.37320197775,NE05,NE0509,NE,Tahoua,Tahoua,0.974351257329,5.37320197775,00000000000000000103
25382.057146897034,2058,Niger,8.03153004758,NE05,NE0510,NE,Tassara,Tahoua,2.49867698238,8.03138059778,00000000000000000106
261246.90728240856,2059,Niger,5.05630459492,NE05,NE0511,NE,Tchintabaraden,Tahoua,0.926052929863,5.05630459492,00000000000000000107
61503.21723322961,2066,Niger,5.18764026957,NE05,NE0512,NE,Tillia,Tahoua,1.4878227218,5.18764026957,0000000000000000010e
179382.81679803808,2068,Niger,0.992387309162,NE05,NE0513,NE,Ville de Tahoua,Tahoua,0.0633679158646,0.992387309162,00000000000000000110
159687.63842848234,2003,Niger,5.378735351,NE06,NE0601,NE,Abala,Tillabéri,1.04130004906,5.37782684193,000000000000000000cf
84986.14560197102,2008,Niger,2.57826769978,NE06,NE0602,NE,Ayerou,Tillabéri,0.255134627988,2.57826769978,000000000000000000d4
98211.15325517653,2010,Niger,1.67910779723,NE06,NE0603,NE,Balleyara,Tillabéri,0.116923334086,1.67910779723,000000000000000000d6
84673.6427308999,2011,Niger,3.58503924296,NE06,NE0604,NE,Banibangou,Tillabéri,0.542171053905,3.58503924296,000000000000000000d7
85000.59831551759,2012,Niger,2.30071913622,NE06,NE0605,NE,Bankilaré,Tillabéri,0.117986193453,2.04123389945,000000000000000000d8
341310.1265926959,2028,Niger,5.24290281989,NE06,NE0606,NE,Filingué,Tillabéri,0.876754421301,5.24290281989,000000000000000000e8
291754.37149010267,2031,Niger,4.04925570445,NE06,NE0607,NE,Gothèye,Tillabéri,0.342125622656,4.0492557032,000000000000000000eb
521538.11887236964,2040,Niger,6.95868347853,NE06,NE0608,NE,Kollo,Tillabéri,0.760638699076,6.95868347853,000000000000000000f4
344166.94762076775,2053,Niger,5.81165466645,NE06,NE0609,NE,Ouallam,Tillabéri,1.2115447963,5.81165466044,00000000000000000101
198453.91615921102,2054,Niger,5.58848006198,NE06,NE0610,NE,Say,Tillabéri,0.532448043244,5.36114713218,00000000000000000102
462532.6347424825,2061,Niger,7.30255750316,NE06,NE0611,NE,Téra,Tillabéri,0.78639927047,7.30742254672,00000000000000000109
237521.85618516317,2065,Niger,4.11643422518,NE06,NE0612,NE,Tillabéri,Tillabéri,0.430399545869,4.11643422518,0000000000000000010d
224163.65028464943,2067,Niger,3.72784753229,NE06,NE0613,NE,Torodi,Tillabéri,0.580317451574,3.79882228958,0000000000000000010f
106725.64174869761,2013,Niger,4.21773170509,NE07,NE0701,NE,Belbedji,Zinder,0.771146993974,4.21773170509,000000000000000000d9
420514.2678031381,2021,Niger,3.3945469832,NE07,NE0702,NE,Damagaram Takaya,Zinder,0.433649563383,3.3945469832,000000000000000000e1
416375.07474325027,2026,Niger,3.24407405121,NE07,NE0703,NE,Dungass,Zinder,0.357484364164,3.24407405122,000000000000000000e6
413380.8981333695,2033,Niger,6.71017820264,NE07,NE0704,NE,Gouré,Zinder,1.73443664912,6.71017820264,000000000000000000ed
489738.1172982403,2038,Niger,2.10086361071,NE07,NE0705,NE,Kantché,Zinder,0.183432113091,2.10086361071,000000000000000000f2
863744.130366346,2044,Niger,4.10849668196,NE07,NE0706,NE,Magaria,Zinder,0.325961432292,4.10849668196,000000000000000000f8
526426.6198174814,2049,Niger,3.57979633331,NE07,NE0707,NE,Mirriah,Zinder,0.30838448679,3.57979633331,000000000000000000fd
248679.27305945236,2056,Niger,3.09227803922,NE07,NE0708,NE,Takeita,Zinder,0.282165976339,3.09227803922,00000000000000000104
504569.59430942533,2057,Niger,6.59960485971,NE07,NE0709,NE,Tanout,Zinder,2.04359877644,6.59960485971,00000000000000000105
42789.948112586906,2062,Niger,9.83826231009,NE07,NE0710,NE,Tesker,Zinder,5.83974519094,9.83826231009,0000000000000000010a
503887.2779144734,2069,Niger,1.34431611186,NE07,NE0711,NE,Ville de Zinder,Zinder,0.0441557504628,1.34431611186,00000000000000000111
1166798.2653096183,2052,Niger,1.0686391392,NE08,NE0801,NE,Ville de Niamey,Niamey,0.0464973822425,1.0686391392,00000000000000000100
134223.19376674914,1635,Chad,4.22249527825,TD01,TD0103,TD,Fittri,Batha,0.974151249985,4.22249527825,00000000000000000058
221077.62691892366,1733,Chad,8.0785747449,TD01,TD0102,TD,Batha Est,Batha,2.55557985911,8.0785747449,00000000000000000083
240606.36014896652,1745,Chad,11.6673816276,TD01,TD0101,TD,Batha Ouest,Batha,4.09131147418,11.6673816276,0000000000000000008d
15690.303143101111,1783,Chad,11.2405896499,TD02,TD0201,TD,Borkou,Borkou,6.13929688541,11.2405896499,000000000000000000ae
190068.1403617859,1787,Chad,11.1679075229,TD02,TD0202,TD,Borkou Yala,Borkou,6.60119618048,11.1679075229,000000000000000000b2
229550.1011561506,1282,Chad,5.36420157518,TD03,TD0303,TD,Loug Chari,Chari-Baguirmi,1.26617202088,5.36420157518,0000000000000000001e
244309.5186975937,1459,Chad,7.13114931333,TD03,TD0301,TD,Baguirmi,Chari-Baguirmi,2.25014811263,7.13114931333,00000000000000000036
139819.97477240933,1463,Chad,3.71528314045,TD03,TD0302,TD,Chari,Chari-Baguirmi,0.364586883033,3.71528314045,00000000000000000038
129693.90774803162,1346,Chad,7.10053939579,TD04,TD0403,TD,Barh Signaka,Guera,2.67183385051,7.10053939579,00000000000000000024
210562.54175518453,1500,Chad,3.9538299761,TD04,TD0402,TD,Abtouyour,Guera,0.79692107851,3.9538299761,0000000000000000003b
215969.1120553895,1517,Chad,4.11033391825,TD04,TD0401,TD,Guera,Guera,0.697281640903,4.11033391825,0000000000000000003d
118968.24736324199,1569,Chad,4.75167521532,TD04,TD0404,TD,Mangalme,Guera,0.891367273563,4.75167521532,0000000000000000004e
172771.63001187175,1562,Chad,4.71605387699,TD05,TD0503,TD,Haraze Al Biar,Hadjer-Lamis,0.500971690069,4.71605387699,0000000000000000004c
266359.8870147761,1589,Chad,6.11509661924,TD05,TD0502,TD,Dababa,Hadjer-Lamis,1.34611173247,6.11509661924,00000000000000000051
162996.7040766267,1599,Chad,3.8111505027,TD05,TD0501,TD,Dagana,Hadjer-Lamis,0.551036326831,3.8111505027,00000000000000000054
123476.16176501628,1675,Chad,2.19188276402,TD06,TD0603,TD,Wadi Bissam,Kanem,0.242390304511,2.19188276402,00000000000000000062
216178.20766270574,1703,Chad,4.20553739051,TD06,TD0601,TD,Kanem,Kanem,0.813380010135,4.20553739051,00000000000000000074
130670.84854447983,1765,Chad,9.97423285307,TD06,TD0602,TD,Nord Kanem,Kanem,5.06759717793,9.97423285344,0000000000000000009c
101218.72213003495,1812,Chad,2.90142055822,TD07,TD0701,TD,Mamdi,Lac,0.405004720259,2.90142055822,000000000000000000cb
305587.06071865984,1813,Chad,2.99790038743,TD07,TD0702,TD,Wayi,Lac,0.428288861902,2.99790038743,000000000000000000cc
99341.91649634979,1814,Chad,3.60914974088,TD07,TD0704,TD,Fouli,Lac,0.657651549922,3.60914974095,000000000000000000cd
90656.74108115552,1815,Chad,2.88380236566,TD07,TD0703,TD,Kaya,Lac,0.317002187173,2.88380236566,000000000000000000ce
313186.9507196446,1065,Chad,2.52347156079,TD08,TD0801,TD,Lac Wey,Logone Occidental,0.237139493158,2.52347156079,00000000000000000007
141358.89094181434,1073,Chad,2.27955464206,TD08,TD0802,TD,Dodje,Logone Occidental,0.268266384598,2.27955464206,00000000000000000008
89754.74864615458,1081,Chad,1.52018672176,TD08,TD0803,TD,Gueni,Logone Occidental,0.0865199573575,1.52018672176,0000000000000000000a
190356.9893215067,1099,Chad,1.76653627765,TD08,TD0804,TD,Ngourkosso,Logone Occidental,0.135408431099,1.76653627765,0000000000000000000c
72892.996298128,1013,Chad,1.72393366705,TD09,TD0903,TD,Kouh Ouest,Logone Oriental,0.170625242395,1.72393366705,00000000000000000000
136485.31955162124,1017,Chad,3.94963094015,TD09,TD0905,TD,La Nya Pende,Logone Oriental,0.381306983041,3.94963094015,00000000000000000001
